IP Address,Logname,User,Date,Request,Code,Size,Country,Referer,UserAgent
10.222.128.96,-,-,[12/Nov/2021:00:28:35 +0000],"PHP Parse error:  syntax error, unexpected 'You' (T_STRING), expecting ';' or ',' in /people/home/jbako/public_html/test/login.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~jbako/test/project.html",4,0,N/A,client 10.222.128.96,error
10.222.128.96,-,-,[12/Nov/2021:00:28:37 +0000],"PHP Parse error:  syntax error, unexpected 'You' (T_STRING), expecting ';' or ',' in /people/home/jbako/public_html/test/login.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~jbako/test/project.html",4,0,N/A,client 10.222.128.96,error
10.222.128.96,-,-,[12/Nov/2021:00:28:37 +0000],"PHP Parse error:  syntax error, unexpected 'You' (T_STRING), expecting ';' or ',' in /people/home/jbako/public_html/test/login.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~jbako/test/project.html",4,0,N/A,client 10.222.128.96,error
10.222.128.96,-,-,[12/Nov/2021:00:29:10 +0000],"PHP Parse error:  syntax error, unexpected 'You' (T_STRING), expecting ';' or ',' in /people/home/jbako/public_html/test/login.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~jbako/test/project.html",4,0,N/A,client 10.222.128.96,error
10.222.128.96,-,-,[12/Nov/2021:00:29:50 +0000],"PHP Parse error:  syntax error, unexpected 'You' (T_STRING), expecting ';' or ',' in /people/home/jbako/public_html/test/login.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~jbako/test/project.html",4,0,N/A,client 10.222.128.96,error
10.222.128.96,-,-,[12/Nov/2021:00:29:56 +0000],"PHP Parse error:  syntax error, unexpected 'You' (T_STRING), expecting ';' or ',' in /people/home/jbako/public_html/test/login.php on line 29, referer: http://clabsql.clamv.jacobs-university.de/~jbako/test/about.html",4,0,N/A,client 10.222.128.96,error
10.82.216.137,-,-,[12/Nov/2021:02:33:18 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_music.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:02:33:18 +0000],"PHP Notice:  Trying to get property 'connect_error' of non-object in /people/home/ahuseynli/public_html/search_music.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:02:33:18 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_music.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:02:33:18 +0000],"PHP Fatal error:  Uncaught Error: Call to a member function close() on null in /people/home/ahuseynli/public_html/search_music.php:30\nStack trace:\n#0 {main}\n  thrown in /people/home/ahuseynli/public_html/search_music.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",4,0,N/A,client 10.82.216.137,error
10.82.216.137,-,-,[12/Nov/2021:02:33:40 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_fun.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:02:33:40 +0000],"PHP Notice:  Trying to get property 'connect_error' of non-object in /people/home/ahuseynli/public_html/search_fun.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:02:33:40 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_fun.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:02:33:40 +0000],"PHP Fatal error:  Uncaught Error: Call to a member function close() on null in /people/home/ahuseynli/public_html/search_fun.php:30\nStack trace:\n#0 {main}\n  thrown in /people/home/ahuseynli/public_html/search_fun.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",4,0,N/A,client 10.82.216.137,error
10.82.216.137,-,-,[12/Nov/2021:04:58:59 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_music.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:04:58:59 +0000],"PHP Notice:  Trying to get property 'connect_error' of non-object in /people/home/ahuseynli/public_html/search_music.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:04:58:59 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_music.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:04:58:59 +0000],"PHP Fatal error:  Uncaught Error: Call to a member function close() on null in /people/home/ahuseynli/public_html/search_music.php:30\nStack trace:\n#0 {main}\n  thrown in /people/home/ahuseynli/public_html/search_music.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",4,0,N/A,client 10.82.216.137,error
10.82.226.232,-,-,[12/Nov/2021:09:03:45 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:03:45 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:04:37 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:04:44 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/login.php",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:04:44 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/login.php on line 35, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/login.php",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:04:44 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/login.php",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:05:56 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:05:56 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:05:57 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:07 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/add_actors_in_movies.php",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:10 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:16 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:24 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:37 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:40 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:46 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/admin",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:46 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/admin.php on line 35, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/admin",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:46 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/admin",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:49 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/maintenance.php",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:09:06:53 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/add_movie.php",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:10:36:24 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/add_movie.php",6,0,N/A,client 10.82.226.232,notice
10.82.226.232,-,-,[12/Nov/2021:10:36:44 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: https://clabsql.clamv.jacobs-university.de/~halnahas/add_movie.php",6,0,N/A,client 10.82.226.232,notice
10.82.210.200,-,-,[12/Nov/2021:11:01:38 +0000],"PHP Notice:  Undefined index: username in /people/home/schhabra/public_html/maintenance.php on line 8, referer: https://clabsql.clamv.jacobs-university.de/~schhabra/index.html",6,0,N/A,client 10.82.210.200,notice
10.82.210.200,-,-,[12/Nov/2021:11:01:38 +0000],"PHP Notice:  Undefined index: username in /people/home/schhabra/public_html/maintenance.php on line 12, referer: https://clabsql.clamv.jacobs-university.de/~schhabra/index.html",6,0,N/A,client 10.82.210.200,notice
10.82.229.116,-,-,[12/Nov/2021:12:40:18 +0000],"PHP Notice:  Undefined index: full_name in /people/home/bpanthi/public_html/maintenance/php/prof.php on line 80, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.229.116,notice
10.82.229.116,-,-,[12/Nov/2021:12:40:18 +0000],"PHP Notice:  Undefined index: uni_name in /people/home/bpanthi/public_html/maintenance/php/prof.php on line 81, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.229.116,notice
10.82.229.116,-,-,[12/Nov/2021:12:40:18 +0000],"PHP Notice:  Undefined index: country in /people/home/bpanthi/public_html/maintenance/php/prof.php on line 82, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.229.116,notice
10.82.216.137,-,-,[12/Nov/2021:13:14:59 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_fun.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:13:14:59 +0000],"PHP Notice:  Trying to get property 'connect_error' of non-object in /people/home/ahuseynli/public_html/search_fun.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:13:14:59 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_fun.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",6,0,N/A,client 10.82.216.137,notice
10.82.216.137,-,-,[12/Nov/2021:13:14:59 +0000],"PHP Fatal error:  Uncaught Error: Call to a member function close() on null in /people/home/ahuseynli/public_html/search_fun.php:30\nStack trace:\n#0 {main}\n  thrown in /people/home/ahuseynli/public_html/search_fun.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/fun_s.html",4,0,N/A,client 10.82.216.137,error
10.82.60.135,-,-,[12/Nov/2021:13:26:19 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:22 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:24 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:29 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:30 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/searchActor.php",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:33 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/imprint.php",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:35 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/index.php",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:36 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/imprint.php",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:37 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/index.php",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:38 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/imprint.php",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:38 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/index.php",6,0,N/A,client 10.82.60.135,notice
10.82.60.135,-,-,[12/Nov/2021:13:26:40 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/halnahas/public_html/db_connect.php on line 2, referer: http://clabsql.clamv.jacobs-university.de/~halnahas/imprint.php",6,0,N/A,client 10.82.60.135,notice
10.82.211.39,-,-,[12/Nov/2021:13:55:27 +0000],"script '/srv/www/htdocs/action_page.php' not found or unable to stat, referer: http://clabsql.clamv.jacobs-university.de/~jbako/html/contact.html",4,0,N/A,client 10.82.211.39,error
10.222.128.107,-,-,[12/Nov/2021:15:24:28 +0000],"PHP Notice:  Undefined index: isAdmin in /people/home/ssah/public_html/index.php on line 8",6,0,N/A,client 10.222.128.107,notice
10.222.128.107,-,-,[12/Nov/2021:15:33:54 +0000],"AH01630: client denied by server configuration: /people/home/acharya",4,0,N/A,client 10.222.128.107,error
10.222.128.107,-,-,[12/Nov/2021:15:42:57 +0000],"PHP Notice:  Undefined index: isAdmin in /people/home/ssah/public_html/index.php on line 8",6,0,N/A,client 10.222.128.107,notice
10.222.128.107,-,-,[12/Nov/2021:15:43:22 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/ssah/public_html/php_scripts/php_forms/login_form.php on line 72, referer: http://clabsql.clamv.jacobs-university.de/~ssah/php_scripts/php_forms/login_form.php",6,0,N/A,client 10.222.128.107,notice
10.222.128.107,-,-,[12/Nov/2021:15:45:48 +0000],"PHP Notice:  session_start(): A session had already been started - ignoring in /people/home/ssah/public_html/php_scripts/php_forms/login_form.php on line 72, referer: http://clabsql.clamv.jacobs-university.de/~ssah/php_scripts/php_forms/login_form.php",6,0,N/A,client 10.222.128.107,notice
10.70.10.175,-,-,[12/Nov/2021:15:49:40 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_music.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.70.10.175,notice
10.70.10.175,-,-,[12/Nov/2021:15:49:40 +0000],"PHP Notice:  Trying to get property 'connect_error' of non-object in /people/home/ahuseynli/public_html/search_music.php on line 9, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.70.10.175,notice
10.70.10.175,-,-,[12/Nov/2021:15:49:40 +0000],"PHP Notice:  Undefined variable: conn in /people/home/ahuseynli/public_html/search_music.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",6,0,N/A,client 10.70.10.175,notice
10.70.10.175,-,-,[12/Nov/2021:15:49:40 +0000],"PHP Fatal error:  Uncaught Error: Call to a member function close() on null in /people/home/ahuseynli/public_html/search_music.php:30\nStack trace:\n#0 {main}\n  thrown in /people/home/ahuseynli/public_html/search_music.php on line 30, referer: http://clabsql.clamv.jacobs-university.de/~ahuseynli/music_m.html",4,0,N/A,client 10.70.10.175,error
10.82.229.116,-,-,[12/Nov/2021:17:50:22 +0000],"PHP Notice:  Undefined index: full_name in /people/home/bpanthi/public_html/maintenance/php/prof.php on line 80, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.229.116,notice
10.82.229.116,-,-,[12/Nov/2021:17:50:22 +0000],"PHP Notice:  Undefined index: uni_name in /people/home/bpanthi/public_html/maintenance/php/prof.php on line 81, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.229.116,notice
10.82.229.116,-,-,[12/Nov/2021:17:50:22 +0000],"PHP Notice:  Undefined index: country in /people/home/bpanthi/public_html/maintenance/php/prof.php on line 82, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.229.116,notice
10.82.209.112,-,-,[12/Nov/2021:19:34:55 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/login/login.php",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[12/Nov/2021:19:34:55 +0000],"PHP Warning:  include(): Failed opening './php/connect.php' for inclusion (include_path='.:/usr/share/php7:/usr/share/php7/PEAR') in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/login/login.php",5,0,N/A,client 10.82.209.112,warn
10.82.209.112,-,-,[12/Nov/2021:19:34:57 +0000],"PHP Notice:  Undefined index: full_name in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 81, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.209.112,notice
10.82.209.112,-,-,[12/Nov/2021:19:34:57 +0000],"PHP Notice:  Undefined index: country in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 82, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.209.112,notice
10.82.209.112,-,-,[12/Nov/2021:19:34:57 +0000],"PHP Notice:  Undefined index: university_name in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 83, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.209.112,notice
10.82.209.112,-,-,[12/Nov/2021:19:34:57 +0000],"PHP Notice:  Undefined index: program in /people/home/ssunar/public_html/maintenance/php/student-s.php on line 84, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/maintenance-page.php",6,0,N/A,client 10.82.209.112,notice
10.82.209.112,-,-,[12/Nov/2021:19:34:59 +0000],"PHP Warning:  include(./php/connect.php): failed to open stream: No such file or directory in /people/home/ssunar/public_html/maintenance/php/maintenance-page.php on line 1, referer: https://clabsql.clamv.jacobs-university.de/~ssunar/maintenance/php/student-s.php",5,0,N/A,client 10.82.209.112,warn
